item_name,shop_name,city,address,price,category,lat,lon
Bottle of water,Unknown Shop,Ho Chi Minh City,"170a, Tân Mỹ",67000,convenience,10.7484714,106.719537
Snack,Phụ Kiện Nhôm Kính Nguyễn Quang,Ho Chi Minh City,"523, Đường Lê Văn Lương",395000,convenience,10.7352759,106.7025603
Novel,Unknown Shop,Ho Chi Minh City,,267000,books,10.923235,106.7524263
Sculpture,thu thảo,Ho Chi Minh City,"68a, Linh Đông",112000,department_store,10.84923,106.747293
Painting,thiên anh,Ho Chi Minh City,"19a, Linh Đông",377000,department_store,10.8456193,106.7459414
Comics,Unknown Shop,Ho Chi Minh City,,137000,books,11.0036058,106.7383151
Snack,Unknown Shop,Ho Chi Minh City,"370, Lê Văn Lương",351000,convenience,10.7400168,106.7034856
Snack,Tiệm Sửa Xe Điền,Ho Chi Minh City,"543, Lê Văn Lương",230000,convenience,10.7344411,106.7021955
Snack,Cầm Đồ Kim Loan,Ho Chi Minh City,"518, Lê Văn Lương",471000,convenience,10.7340125,106.7018639
Instant noodles,Unknown Shop,Ho Chi Minh City,"24, Lê Văn Lương",375000,convenience,10.727547,106.6991006
Textbook,Unknown Shop,Ho Chi Minh City,,440000,books,10.9144557,106.7499822
Textbook,Unknown Shop,Ho Chi Minh City,,324000,books,10.9702925,106.7423244
Comics,Unknown Shop,Ho Chi Minh City,,354000,books,10.9754309,106.7390151
Snack,Unknown Shop,Ho Chi Minh City,"48, Lê Văn Lương",370000,convenience,10.7270921,106.6988013
Novel,Unknown Shop,Ho Chi Minh City,,64000,books,10.9780473,106.7431712
Novel,Unknown Shop,Ho Chi Minh City,,364000,books,11.0386624,106.7518594
Novel,Unknown Shop,Ho Chi Minh City,,333000,books,10.9785373,106.7336814
Soft drink,Tạp Hoá Mai Phương,Ho Chi Minh City,"756, Huỳnh Tấn Phát",378000,convenience,10.7310996,106.7316707
Textbook,Unknown Shop,Ho Chi Minh City,,329000,books,11.0398117,106.7576546
Novel,Unknown Shop,Ho Chi Minh City,,268000,books,10.9996252,106.7432473
Textbook,Unknown Shop,Ho Chi Minh City,,190000,books,11.039271,106.7514571
Novel,Unknown Shop,Ho Chi Minh City,,220000,books,10.9280843,106.7322367
Novel,Unknown Shop,Ho Chi Minh City,,272000,books,10.8980859,106.7265164
Postcard,Unknown Shop,Ho Chi Minh City,,180000,gift,11.1454082,106.4627372
Instant noodles,Unknown Shop,Ho Chi Minh City,"793/4/2b, Hẻm 793 Trần Xuân Soạn",446000,convenience,10.7511773,106.6986954
Soft drink,Unknown Shop,Ho Chi Minh City,"120, Phan Huy Thực",143000,convenience,10.7476122,106.7058467
Instant noodles,Unknown Shop,Ho Chi Minh City,"57c, Đường Mai Văn Vĩnh",419000,convenience,10.7394078,106.7138429
Textbook,Unknown Shop,Ho Chi Minh City,,101000,books,11.0466539,106.7371188
Cake,Cửa Hàng Bánh Mì Minh Tâm,Ho Chi Minh City,"149, Đường số 12",391000,bakery,10.7448231,106.7110618
Comics,Unknown Shop,Ho Chi Minh City,,379000,books,11.0765553,106.7627847
Soft drink,Unknown Shop,Ho Chi Minh City,"80, Mai Văn Vĩnh",287000,convenience,10.7433726,106.7136225
Textbook,Unknown Shop,Ho Chi Minh City,,102000,books,11.0446616,106.7332775
Comics,Unknown Shop,Ho Chi Minh City,,479000,books,11.0564907,106.751043
,Hoàng An,Ho Chi Minh City,"156, Nguyễn Ðình Chiểu",230000,copyshop,10.7819205,106.6931446
,Unknown Shop,Ho Chi Minh City,Đường Bùi Viện,464000,travel_agency,10.7671287,106.693229
Comics,Unknown Shop,Ho Chi Minh City,,195000,books,11.0556322,106.7490622
Novel,Unknown Shop,Ho Chi Minh City,,276000,books,11.0520724,106.7399108
Comics,Unknown Shop,Ho Chi Minh City,,296000,books,10.9640949,106.7366311
Comics,Unknown Shop,Ho Chi Minh City,,446000,books,10.9239118,106.7434631
Novel,Unknown Shop,Ho Chi Minh City,,240000,books,10.9206611,106.7451914
Textbook,Unknown Shop,Ho Chi Minh City,,294000,books,10.9161932,106.7826859
Novel,Unknown Shop,Ho Chi Minh City,,427000,books,11.0310984,106.6967396
Comics,Unknown Shop,Ho Chi Minh City,,435000,books,11.0227902,106.7208478
Textbook,Unknown Shop,Ho Chi Minh City,,328000,books,11.0561903,106.7422888
Novel,Unknown Shop,Ho Chi Minh City,,318000,books,11.0439135,106.7092482
Novel,Unknown Shop,Ho Chi Minh City,,344000,books,11.0257566,106.696896
Instant noodles,Circle K,Ho Chi Minh City,,287000,convenience,10.7697839,106.6924932
Novel,Unknown Shop,Ho Chi Minh City,,191000,books,11.0736768,106.7659171
Textbook,Unknown Shop,Ho Chi Minh City,,313000,books,11.0731083,106.767482
Novel,Unknown Shop,Ho Chi Minh City,,467000,books,11.0982543,106.7862439
Textbook,Unknown Shop,Ho Chi Minh City,,465000,books,11.0271036,106.7559072
Instant noodles,Tạp Hoá - Cafe - Giải Khát,Ho Chi Minh City,"32, Đường số 81",323000,convenience,10.7398969,106.7067369
Dress,Cửa Hàng Áo thun đồng phục Zani 2,Ho Chi Minh City,"78A, Đường Hòa Bình, 700000",187000,clothes,10.7683506,106.6390653
Bluetooth speaker,Cửa Hàng Dịch Vụ Điện Tử Tin Học Và Điện Thoại,Ho Chi Minh City,"549/12, Thống Nhất, phường 16",146000,electronics,10.8479534,106.6642704
,Vá Vỏ Lưu Động Ngọc Hiếu,Ho Chi Minh City,,269000,tyres,10.4973547,107.1596546
Novel,Unknown Shop,Ho Chi Minh City,,457000,books,10.9362231,106.7587616
,Unknown Shop,Ho Chi Minh City,,80000,travel_agency,10.7677097,106.6909599
Novel,Unknown Shop,Ho Chi Minh City,,359000,books,10.3512013,107.0829534
Comics,Unknown Shop,Ho Chi Minh City,,466000,books,11.0290426,106.7150249
Textbook,Unknown Shop,Ho Chi Minh City,,306000,books,10.9746853,106.7473578
Shorts,Unknown Shop,Ho Chi Minh City,,289000,clothes,10.7786259,106.6664796
Textbook,Unknown Shop,Ho Chi Minh City,,290000,books,10.9774606,106.7477224
Wiper blade,Unknown Shop,Ho Chi Minh City,,446000,car_repair,10.7559491,106.6829624
Comics,Unknown Shop,Ho Chi Minh City,,136000,books,11.0832391,106.7681576
Comics,Unknown Shop,Ho Chi Minh City,,379000,books,11.1002795,106.7610996
Novel,Unknown Shop,Ho Chi Minh City,,426000,books,11.0788519,106.7639685
Novel,Unknown Shop,Ho Chi Minh City,,425000,books,11.0823195,106.7663597
Novel,Unknown Shop,Ho Chi Minh City,,434000,books,10.9696591,106.7423936
Novel,Unknown Shop,Ho Chi Minh City,,357000,books,11.0304458,106.7701017
Slippers,Cửa Hàng Giày Dép Trần Quốc Lân,Ho Chi Minh City,"97, Lê Thánh Tôn",344000,shoes,10.77526,106.6999665
Mountain bike,Saigon Cycles,Ho Chi Minh City,"44, Phạm Văn Nghị",372000,bicycle,10.731089,106.7065747
Novel,Unknown Shop,Ho Chi Minh City,,341000,books,10.773718,106.7001275
,Trang Trại Tâm Hương,Ho Chi Minh City,Bình mỹ,219000,greengrocer,10.9240478,106.6224672
Boots,Unknown Shop,Ho Chi Minh City,,194000,shoes,10.7686502,106.6808199
Skirt,Unknown Shop,Ho Chi Minh City,,57000,clothes,10.7692963,106.6979213
,"Tiệm Bánh Flan Tây Ban Nha, Bánh Giò",Ho Chi Minh City,,103000,confectionery,10.8458837,106.6608198
Shrimp,Unknown Shop,Ho Chi Minh City,,154000,seafood,10.8461503,106.6604429
Croissant,Unknown Shop,Ho Chi Minh City,"127-129, Võ Văn Ngân, 7000",108000,bakery,10.8507061,106.7610373
Textbook,Unknown Shop,Ho Chi Minh City,,288000,books,11.1053042,106.8429438
Orchid,Unknown Shop,Ho Chi Minh City,,349000,florist,10.7635148,106.6958408
Fish,Unknown Shop,Ho Chi Minh City,,378000,seafood,10.3812812,106.882629
,Unknown Shop,Ho Chi Minh City,,98000,cosmetics,10.7615698,106.6902334
Road bike,Unknown Shop,Ho Chi Minh City,,358000,bicycle,10.7585565,106.6879966
Road bike,Unknown Shop,Ho Chi Minh City,Võ Thị Sáu,405000,bicycle,10.7862794,106.6904866
Helmet,Unknown Shop,Ho Chi Minh City,Hẻm 160 Võ Thị Sáu,429000,bicycle,10.7867086,106.690769
Comics,Nhà Sách Tribooks,Ho Chi Minh City,,435000,books,10.7782741,106.7007909
Mouse,Công Ty TNHH TMDV Hải Huy Phát,Ho Chi Minh City,"80/2, Đường Lã Xuân Oai",328000,computer,10.8435249,106.7886688
Sculpture,Shop 16,Ho Chi Minh City,"35/19, Phạm Ngọc Thạch",77000,department_store,10.9991527,106.6568627
Comics,Ngọc phát,Ho Chi Minh City,"21, Phạm Ngọc Thạch",185000,books,10.9991168,106.6567765
Painting,thuý hường,Ho Chi Minh City,"DJ10, DE1",205000,department_store,11.1005477,106.6407027
Painting,Tùng lâm,Ho Chi Minh City,"03 mp3, DE1",409000,department_store,11.0974846,106.6372009
Canvas art,Ngọc sơn,Ho Chi Minh City,"Dj9 mp3, Dj9",411000,department_store,11.0979661,106.6404132
Sculpture,hoà lan,Ho Chi Minh City,"DJ9, DJ9",180000,department_store,11.098465,106.6402478
Sculpture,quang vinh,Ho Chi Minh City,"DJ9, DJ9",145000,department_store,11.0993795,106.6400633
Sculpture,Việt hương,Ho Chi Minh City,"Dj9 mp3, Dj9",234000,department_store,11.0974688,106.6401054
Sculpture,sinh phát,Ho Chi Minh City,"986, Đại lộ Bình Dương",290000,department_store,11.0137864,106.6475606
Painting,ngoc trâm,Ho Chi Minh City,"D10, DE1",273000,department_store,11.0979622,106.6408993
Painting,hồng hạnh,Ho Chi Minh City,"DJ10, DJ10",154000,department_store,11.100145,106.6401839
Painting,ngoc minh,Ho Chi Minh City,"29/1, Phạm Ngọc Thạch",140000,department_store,10.9993347,106.656405
Painting,Hương thịnh,Ho Chi Minh City,"nj 10, ngã tư DJ",485000,department_store,11.1007584,106.6408738
Sculpture,cô hạnh,Ho Chi Minh City,"35/19, Phạm Ngọc Thạch",394000,department_store,10.9991093,106.6568004
Sculpture,Tấn tài lộc,Ho Chi Minh City,"54, Phạm Ngọc Thạch",172000,department_store,10.999376,106.6564866
Sculpture,Nam giang,Ho Chi Minh City,"mp3, DE1",82000,department_store,11.0983671,106.6408738
Painting,Minh hiếu,Ho Chi Minh City,"kp3 bến lớn, Đại lộ Bình Dương",432000,department_store,11.0557444,106.6275186
Painting,Hải đăng,Ho Chi Minh City,"3b mp3, d10",433000,department_store,11.0980307,106.6407817
Sculpture,Hùng trang,Ho Chi Minh City,"Dj9 mp3, Dj9",139000,department_store,11.1002876,106.6401369
Painting,Minh châu,Ho Chi Minh City,"Dj9 mp3, Dj9",333000,department_store,11.0994335,106.6401369
Painting,Thanh tuyền,Ho Chi Minh City,"Dj9 mp3, Dj9",436000,department_store,11.0987451,106.640229
Canvas art,ngọc,Ho Chi Minh City,"KP2.tan định, Đại lộ Bình Dương",145000,department_store,11.0451986,106.6342099
Sculpture,kim hoa,Ho Chi Minh City,"DJ9, NE8-DJ9",488000,department_store,11.0975237,106.6399764
Canvas art,sơn trang,Ho Chi Minh City,"KP3.tân định, Đại lộ Bình Dương",77000,department_store,11.0559025,106.6253358
Sculpture,Cty TNHH MTV XNK Phong Vân,Ho Chi Minh City,"42, Đường số 20",208000,department_store,10.7300633,106.6522033
Sculpture,bella,Ho Chi Minh City,"DT 747.kp7, DT 747",90000,department_store,11.0898774,106.7715333
Sculpture,quỳnh trang,Ho Chi Minh City,"KP8.uyên hưng, DT747",328000,department_store,11.0763419,106.7644945
Painting,hà lệ,Ho Chi Minh City,"Kp8.uyên hưng, DT 747b",89000,department_store,11.0686147,106.7608476
Sculpture,thành phát,Ho Chi Minh City,"ô số9.lô c, DT747.tân uyên",301000,department_store,11.0961551,106.7718998
Painting,phương uyên,Ho Chi Minh City,"lô 10, khánh bình",266000,department_store,11.0489313,106.7523839
Painting,chí linh,Ho Chi Minh City,"tổ 4.uyên hưng, DT747",385000,department_store,11.0766934,106.7649078
Canvas art,hoàng yến,Ho Chi Minh City,"lô 7, DT747",332000,department_store,11.0962957,106.7720794
Painting,thuỳ dương,Ho Chi Minh City,"a1, hội nghiax",209000,department_store,11.1007033,106.7664437
Sculpture,thuý hằng,Ho Chi Minh City,"ấp1.hội ngĩa, DT747",119000,department_store,11.0997819,106.7682856
Canvas art,ngân,Ho Chi Minh City,"ấp1.hội nghĩa, DT747",282000,department_store,11.1019323,106.7651338
Sculpture,luôn đạt,Ho Chi Minh City,"ấp 1.hội nghĩa, DT747",167000,department_store,11.1036167,106.7632047
Sculpture,cường hiền,Ho Chi Minh City,"ấp2.hội nghĩa, DT747",149000,department_store,11.1097274,106.7581522
Shorts,Cửa Hàng Áo Thun Đồng Phục Zani,Ho Chi Minh City,"690/4, Âu Cơ, 700000",219000,clothes,10.7870526,106.6417167
Canvas art,minh sương,Ho Chi Minh City,"tổ3.bình mỹ, DT747",160000,department_store,11.1225247,106.7463083
Canvas art,tuyết phượng,Ho Chi Minh City,"tổ 3.hội nghĩa, DT747",131000,department_store,11.1163319,106.7515584
Snack,WinMart,Ho Chi Minh City,"106, Bành Văn Trân",210000,convenience,10.788457,106.656597
Canvas art,Thùy trang,Ho Chi Minh City,"747, hội nghĩa",377000,department_store,11.1018807,106.7650804
Sculpture,Trung dũng,Ho Chi Minh City,"a2, hội nghĩa",446000,department_store,11.1097233,106.7582528
Sculpture,Hương trà,Ho Chi Minh City,"246/B, Cầu Bạch Đằng",452000,department_store,11.0537565,106.7858271
Painting,Kim chi,Ho Chi Minh City,"747, hội nghĩa",78000,department_store,11.1003844,106.7671898
Canvas art,Phương linh,Ho Chi Minh City,"266, hoi nghia",223000,department_store,11.1078059,106.759954
Sculpture,Hải đăng,Ho Chi Minh City,"kp7, quang vinh 2",246000,department_store,11.0759751,106.7645358
Canvas art,Phương thảo,Ho Chi Minh City,"quang vinh 3, hoi nghĩa",154000,department_store,11.0962681,106.7720282
Canvas art,Mai trúc,Ho Chi Minh City,"747, hội nghĩa",405000,department_store,11.0976362,106.7713521
Painting,Xuân mai,Ho Chi Minh City,"747, hội nghĩa",182000,department_store,11.1180157,106.7500394
Canvas art,Cô lý,Ho Chi Minh City,"bình mỹ 1, bình cơ",366000,department_store,11.1224397,106.746405
Sculpture,Tuấn thành công,Ho Chi Minh City,"quang vinh 2, quang vinh 2",144000,department_store,11.0755226,106.7646202
Sculpture,Mạnh hưng,Ho Chi Minh City,"747, hội nghĩa",178000,department_store,11.113244,106.7549016
Sculpture,Gia bảo,Ho Chi Minh City,"bình mỹ 1, bình cơ",132000,department_store,11.1242135,106.7458393
Painting,Mỹ hằng,Ho Chi Minh City,"10, chơ uyên hưng",105000,department_store,11.0589936,106.795024
Sculpture,Hương hòa,Ho Chi Minh City,"kp3, Đ3 kdc uyen hưng",54000,department_store,11.0605688,106.7973283
Canvas art,Kim ngân 2,Ho Chi Minh City,"quang vinh 1, cho quang vinh 1",215000,department_store,11.0492297,106.7512091
Sculpture,Song phú,Ho Chi Minh City,"01, chợ quang vinh",190000,department_store,11.0484505,106.752371
Canvas art,Minh thư,Ho Chi Minh City,"quang vinh 3, hội nghĩa",417000,department_store,11.0960189,106.7715531
Painting,Milan,Ho Chi Minh City,"5, uyen hung",240000,department_store,11.0609902,106.7974205
Canvas art,hoàng hưng,Ho Chi Minh City,"tổ 3.uyên hưng, DT 747",417000,department_store,11.0768993,106.7883941
Painting,Phúc khang,Ho Chi Minh City,"kp7, uyên hưng",339000,department_store,11.0711893,106.7905998
Fabric softener,Giặt Sấy Tự Động Ngọc Ánh,Ho Chi Minh City,"92, Chu Văn An, Bình Thạnh, Ho Chi Minh City, 700000",70000,laundry,10.810657,106.7093891
Canvas art,khánh hiền,Ho Chi Minh City,"kp 3.uyên hưng, DT 747",115000,department_store,11.0821616,106.7812467
Canvas art,341,Ho Chi Minh City,"136.tân uyên, Cầu Rạch Lăng",494000,department_store,11.0512573,106.9194983
Canvas art,kim bích,Ho Chi Minh City,"139.tân uyên, Cầu Rạch Lăng",310000,department_store,11.0532394,106.9200841
Sculpture,bích hồng,Ho Chi Minh City,"ấp 1.tân uyên, Tỉnh lộ 768",235000,department_store,11.0274637,106.8653988
Painting,phương ngân,Ho Chi Minh City,"59, ông đông",462000,department_store,11.0678328,106.755726
Painting,Kcn Đất Cuốc,Ho Chi Minh City,bắc tân uyên,445000,car_parts,11.0983603,106.8350147
Painting,Kcn vĩnh hiệp,Ho Chi Minh City,bình dương,275000,car_parts,11.0611792,106.7598193
Canvas art,Intimex,Ho Chi Minh City,Ngã tư hòa lân,312000,car_parts,10.9799486,106.7123331
Canvas art,Kho trường lộc,Ho Chi Minh City,Nguyễn Văn Thành,411000,car_parts,11.0395256,106.6410642
Sculpture,Kho Nhật Quang,Ho Chi Minh City,Nguyễn Văn Thành,375000,car_parts,11.1641425,106.6689537
Painting,Tùng lâm,Ho Chi Minh City,"my phuoc 3, DE1",215000,department_store,11.0971594,106.6369239
Sculpture,Ngoc hạnh,Ho Chi Minh City,"dj10, DE3",319000,department_store,11.1005267,106.6402636
Painting,hùng trang,Ho Chi Minh City,"mỹ phước 3, DE1",205000,department_store,11.10031,106.6401333
Painting,hải đăng,Ho Chi Minh City,"143.bến cát, DE1",332000,department_store,11.0981355,106.6407965
Canvas art,Ngọc linh,Ho Chi Minh City,"mỹ phước 1, N5",121000,department_store,11.1229563,106.6040623
Sculpture,ngọc bich,Ho Chi Minh City,"mỹ phuoc 1, D14",302000,department_store,11.1227256,106.6046122
Canvas art,cua hang sua,Ho Chi Minh City,"mỹ phuoc 1, D14",205000,department_store,11.1227179,106.6060274
Canvas art,phuoc nhu,Ho Chi Minh City,"my phuoc 1, D13",324000,department_store,11.1234715,106.6061904
Instant noodles,minh phong,Ho Chi Minh City,"01, Trương Văn Bang",374000,convenience,10.3643655,107.0836562
Bottle of water,phong luu,Ho Chi Minh City,"8, Phạm Văn Dinh",345000,convenience,10.3754684,107.1015545
Painting,tinh,Ho Chi Minh City,"8/7, phạm văn dinh, thắng nhất, vũng tau",422000,department_store,10.3591385,107.0949382
Canvas art,lan điệp,Ho Chi Minh City,"23, Phan Chu Trinh",198000,department_store,10.3367144,107.0813846
Bottle of water,chien,Ho Chi Minh City,"25, Thủ Khoa Huân",137000,convenience,10.350704,107.0719808
Canvas art,Bách hóa tổng hợp,Ho Chi Minh City,"133, Ni Sư Huỳnh Liên",121000,department_store,10.7837114,106.6466766
Textbook,Nhà Sách Bạch Cúc,Ho Chi Minh City,"9A, Phạm Văn Hai",433000,books,10.7981928,106.6650073
Comics,Nhà Sách Thanh Mai,Ho Chi Minh City,"9B, Phạm Văn Hai",485000,books,10.7978818,106.6648565
Instant noodles,cô mai,Ho Chi Minh City,"53, Phạm Hữu Chí",404000,convenience,10.4810879,107.2070085
Painting,van tài,Ho Chi Minh City,"145, Võ Thị Sáu",133000,department_store,10.483924,107.2043935
Bottle of water,thu,Ho Chi Minh City,"117, Võ Thị Sáu",61000,convenience,10.4839332,107.2034588
Painting,nhân trí,Ho Chi Minh City,"92, Võ Thị Sáu",297000,department_store,10.4833255,107.2076821
Snack,thao ngoc,Ho Chi Minh City,"13, Bùi Công Minh",288000,convenience,10.4844453,107.211865
Soft drink,chị ngọc,Ho Chi Minh City,"67, Bùi Công Minh",280000,convenience,10.4810464,107.2118708
Soft drink,ut nam,Ho Chi Minh City,"96, Bùi Công Minh",343000,convenience,10.4799516,107.2119429
Soft drink,tạp hoá 196,Ho Chi Minh City,"196, Mạc Thanh Đạm",310000,convenience,10.4872698,107.2125824
Sculpture,ngọc tuyền,Ho Chi Minh City,"14, Mạc Thanh Đạm",362000,department_store,10.4853559,107.2117931
Snack,minh tam,Ho Chi Minh City,"337, Võ Thị Sáu",440000,convenience,10.4847977,107.2135135
Instant noodles,minh,Ho Chi Minh City,"xã an ngãi, huyện long điênf",124000,convenience,10.4817634,107.2228221
Canvas art,thanh quang,Ho Chi Minh City,Đường Quy hoạch số 8,372000,department_store,10.4922281,107.2159397
Painting,linh,Ho Chi Minh City,"ấp an hoà, an ngãi, long điênf",120000,department_store,10.4845931,107.2244334
Sculpture,thảo dung,Ho Chi Minh City,"chợ an ngãi,long điênf",116000,department_store,10.4791957,107.2212383
Bottle of water,cô dung,Ho Chi Minh City,"54l, Phạm Hữu Chí",92000,convenience,10.4786417,107.2057091
Textbook,Unknown Shop,Ho Chi Minh City,,439000,bookmaker,10.8961717,106.7622989
Painting,Phúc,Ho Chi Minh City,"phước vĩnh an 4, Tỉnh lộ 8",252000,department_store,10.981433,106.5092001
Painting,Mimh châu,Ho Chi Minh City,"278, Tỉnh lộ 8",138000,department_store,10.9755884,106.4991667
Bottle of water,việt thắng,Ho Chi Minh City,"tổ 6, phước thiện,phước tỉnh, long hair",196000,convenience,10.4146792,107.1987173
Bottle of water,tuyết,Ho Chi Minh City,"tổ 6, phước thiện, phước tỉnh,long hair",253000,convenience,10.4113379,107.195978
Soft drink,chưởng,Ho Chi Minh City,"tổ 4, tân an, phuóc tinhr",313000,convenience,10.4022934,107.1822239
Snack,hoà,Ho Chi Minh City,"4, hải hà, long hair",61000,convenience,10.3968013,107.2285487
Instant noodles,tạp hoá 58,Ho Chi Minh City,"58, tân phước, phước tỉnh ,long điênf",81000,convenience,10.4008291,107.18424
Snack,mai hoàng,Ho Chi Minh City,"tổ 3, tân lập, phước tinhr",440000,convenience,10.4030175,107.1846456
Painting,chợ xanh,Ho Chi Minh City,"54, tân an,phước tinhr",389000,department_store,10.4025542,107.1837964
Instant noodles,hiếu hà,Ho Chi Minh City,"tổ 3, phước hoà,phước tinhr",346000,convenience,10.4102289,107.1944845
Soft drink,tích hiền,Ho Chi Minh City,"2, phước lâm, phước hưng,long điênf",65000,convenience,10.4138649,107.2041619
Soft drink,ngọc hân,Ho Chi Minh City,"11, phước lâm,phước hungw",341000,convenience,10.4150161,107.209904
Canvas art,sơn hiền,Ho Chi Minh City,"5, Đường Trung Tâm Long Hải",305000,department_store,10.4136919,107.2191795
Instant noodles,hạnh,Ho Chi Minh City,"2, Đường Trung Tâm Long Hải",465000,convenience,10.4003614,107.2256926
Soft drink,bích tuyền,Ho Chi Minh City,"11 tổ 9, phước lộc,phước hưng,",153000,convenience,10.4080313,107.2212473
Instant noodles,thanh quyên,Ho Chi Minh City,"tổ 12, phước lộc, phước hungw",478000,convenience,10.4071378,107.2211069
Painting,hồng duyên,Ho Chi Minh City,"tổ 12, Đường Trung Tâm Long Hải",163000,department_store,10.4069989,107.2214273
Soft drink,thanh hiền,Ho Chi Minh City,"4/8, hải lộc, long hair",83000,convenience,10.3998486,107.2260176
Snack,phượng,Ho Chi Minh City,"25/8, Đường Trung Tâm Long Hải",468000,convenience,10.3971015,107.2287497
Instant noodles,Tạp Hoá Xuân Bảo,Ho Chi Minh City,"108b, Đường Số 61",401000,convenience,10.8333363,106.7684877
Painting,Siêu thị Bình An,Ho Chi Minh City,Bình Giã,137000,department_store,10.3929008,107.1191295
Sculpture,tiến đạt,Ho Chi Minh City,"2, Dương Tăng Nhơn Phú",325000,department_store,10.8273152,106.7692718
Bottle of water,phượng,Ho Chi Minh City,"4, Quốc Lộ 55",139000,convenience,10.4772441,107.221673
Sculpture,thái tiến,Ho Chi Minh City,"5, Quốc Lộ 55",113000,department_store,10.4767211,107.2211809
Snack,lộc thọ,Ho Chi Minh City,"55, Đường An Nhứt - Long Tân",62000,convenience,10.4864395,107.2427281
Snack,bé ba,Ho Chi Minh City,Quốc Lộ 55,81000,convenience,10.4864259,107.2444994
Bottle of water,thu hương,Ho Chi Minh City,Cầu Đất Đỏ,340000,convenience,10.4870901,107.2608531
Sculpture,đất đỏ,Ho Chi Minh City,"ql 55, phước thanh đất đor",353000,department_store,10.4894087,107.2675715
Soft drink,loan,Ho Chi Minh City,Đường tỉnh 995A,490000,convenience,10.4886157,107.2701063
Instant noodles,thanh,Ho Chi Minh City,thanh long đất đo,345000,convenience,10.4908359,107.2685936
Instant noodles,phượng vĩ,Ho Chi Minh City,"47, Đường An Nhứt - Long Tân",492000,convenience,10.4864522,107.2451962
Soft drink,bạch linh,Ho Chi Minh City,"52, thanh long, đất đor",101000,convenience,10.4949315,107.2689477
Snack,ngọc bích,Ho Chi Minh City,"hoà hội, đất đor",257000,convenience,10.4744575,107.2691714
Soft drink,tư lộ,Ho Chi Minh City,"52, hiệp hoà, đất đo",432000,convenience,10.474968,107.2715684
Soft drink,hạnh,Ho Chi Minh City,"phước trung, đất đo",118000,convenience,10.4814773,107.2708876
Canvas art,cẩm loan,Ho Chi Minh City,"hiệp hoà, đất đo",362000,department_store,10.4759403,107.2712054
,Unknown Shop,Ho Chi Minh City,,472000,beverages,10.7731459,106.6960778
Snack,loan,Ho Chi Minh City,Quốc lộ 56,89000,convenience,10.5441836,107.2070646
Snack,huỳnh tấn,Ho Chi Minh City,Quốc lộ 56,194000,convenience,10.5469549,107.2080323
Soft drink,oanh,Ho Chi Minh City,Quốc lộ 56,50000,convenience,10.5757742,107.2245982
Soft drink,thanh tâm,Ho Chi Minh City,Quốc lộ 56,306000,convenience,10.541182,107.2054163
Sculpture,minh ánh,Ho Chi Minh City,"72, Hùng Vương",113000,department_store,10.637891,107.2428574
Snack,chú đồng,Ho Chi Minh City,"14, Hùng Vương",128000,convenience,10.6338328,107.2417631
Bottle of water,Tạp Hoá Cô Ánh,Ho Chi Minh City,"40, Hùng Vương",436000,convenience,10.634911,107.2429317
Soft drink,cô hai,Ho Chi Minh City,Quốc lộ 56,492000,convenience,10.6142563,107.2363254
Instant noodles,thành tài,Ho Chi Minh City,Quốc lộ 56,478000,convenience,10.5826444,107.2277061
Snack,bảo nhi,Ho Chi Minh City,,327000,convenience,10.6040085,107.2351629
Soft drink,phú quý,Ho Chi Minh City,"ql 56, bình mỹ, bình ba, châu đưcs",497000,convenience,10.6094968,107.2365351
Sculpture,Tạp Hoá Xuân Trường,Ho Chi Minh City,"5, Lý Tế Xuyên",136000,department_store,10.8538332,106.7485078
Sculpture,nhân nghĩa,Ho Chi Minh City,"149, Hùng Vương",437000,department_store,10.6400001,107.2436507
Bottle of water,phương linh,Ho Chi Minh City,"109, Hùng Vương",363000,convenience,10.6382169,107.2439205
Soft drink,vinh thuỷ,Ho Chi Minh City,Quốc lộ 56,83000,convenience,10.5928449,107.2357883
Canvas art,tuyết,Ho Chi Minh City,Quốc lộ 56,253000,department_store,10.5849184,107.2286297
Painting,hoa cúc,Ho Chi Minh City,"118, Hùng Vương",188000,department_store,10.6413275,107.2439877
Bottle of water,hồng phấn,Ho Chi Minh City,"181, Hùng Vương",124000,convenience,10.6422836,107.2448784
Instant noodles,dung,Ho Chi Minh City,"124, Hùng Vương",428000,convenience,10.6427693,107.2439934
Sculpture,ánh hùng,Ho Chi Minh City,Quốc lộ 56,401000,department_store,10.5919338,107.229811
,Du Lịch TransViet,Ho Chi Minh City,"170-172, Nam Kỳ Khởi Nghĩa, 70000",296000,travel_agency,10.7800871,106.6945892
Sculpture,thom,Ho Chi Minh City,"172, Hiệp Bình",145000,department_store,10.8444234,106.7303678
Canvas art,Thu giang,Ho Chi Minh City,"289, Lê Đức Thọ",120000,department_store,10.8410627,106.6779963
Canvas art,Thiên hương,Ho Chi Minh City,"599, Đường Lê Đức Thọ",450000,department_store,10.8473286,106.6690386
Sculpture,571,Ho Chi Minh City,"571, Đường Lê Đức Thọ",153000,department_store,10.8477087,106.6686921
Painting,669,Ho Chi Minh City,"669, Đường Lê Đức Thọ",375000,department_store,10.8479865,106.6680151
Painting,Thế Giới Sữa,Ho Chi Minh City,"681, Đường Lê Đức Thọ",217000,department_store,10.8482306,106.6677248
