unknown,Market 623,Phú Thiện,"Đường số 119, Phú Thiện",unknown,unknown,unknown,13.644198,108.299086
Cơm lam,Thịnh Phát Danh Trà,Pleiku,"Số 281 Trần Hưng Đạo, Pleiku",90000,unknown,quà tặng,13.627269,108.171708
Cơm lam,Cà Phê Pleiku Store,Đắk Đoa,"Số 234 Trần Hưng Đạo, Đắk Đoa",70000,unknown,quà tặng,13.789218,107.928272
Mật ong rừng,Thịnh Phát Danh Trà,Pleiku,"Số 68 Phan Đình Phùng, Pleiku",120000,unknown,quà tặng,13.988317,107.993679
Muối kiến vàng,OCOP GAUC Cooperative,Pleiku,"Số 77 Trần Hưng Đạo, Pleiku",50000,unknown,quà tặng,13.760652,107.992765
Mật ong rừng,Cà Phê Pleiku Store,Đắk Đoa,"Số 151 Lê Lợi, Đắk Đoa",90000,unknown,quà tặng,13.877104,108.201998
Mật ong rừng,Cà Phê Pleiku Store,Đắk Đoa,"Số 209 Trần Hưng Đạo, Đắk Đoa",70000,unknown,quà tặng,13.700004,108.05352
Cơm lam,Đồng Phục Gia Minh,Pleiku,"Số 247 Trần Hưng Đạo, Pleiku",90000,unknown,quà tặng,13.708003,108.240977
Nấm linh chi,Souvenir Bien Ho,Pleiku,"Số 29 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.747029,107.945676
Cơm lam,Souvenir Bien Ho,Pleiku,"Số 46 Phan Đình Phùng, Pleiku",50000,unknown,quà tặng,13.82817,108.026661
Nấm linh chi,Đặc Sản Tây Nguyên,Chư Sê,"Số 162 Trần Hưng Đạo, Chư Sê",120000,unknown,quà tặng,13.9395,108.281512
Tiêu Gia Lai,Trà Biển Hồ Shop,Ayun Pa,"Số 226 Phan Đình Phùng, Ayun Pa",90000,unknown,quà tặng,13.659775,108.117046
Bò một nắng,Gia Lai Gift Shop,An Khê,"Số 158 Lê Lợi, An Khê",90000,unknown,quà tặng,13.690162,108.036372
Bò một nắng,Gia Lai Gift Shop,An Khê,"Số 240 Trần Hưng Đạo, An Khê",120000,unknown,quà tặng,13.786418,108.05548
Trà Biển Hồ,Cà Phê Pleiku Store,Đắk Đoa,"Số 139 Phan Đình Phùng, Đắk Đoa",70000,unknown,quà tặng,13.656452,108.281837
Rượu cần,Đồng Phục Gia Minh,Pleiku,"Số 121 Trần Hưng Đạo, Pleiku",70000,unknown,quà tặng,13.684838,107.914336
Muối kiến vàng,Cà Phê Pleiku Store,Đắk Đoa,"Số 83 Lê Lợi, Đắk Đoa",70000,unknown,quà tặng,13.7774,108.087565
Tiêu Gia Lai,Đặc Sản Tây Nguyên,Chư Sê,"Số 216 Trần Hưng Đạo, Chư Sê",120000,unknown,quà tặng,13.731472,107.978596
unknown,Market 641,Đắk Đoa,"Đường số 58, Đắk Đoa",unknown,unknown,unknown,13.636817,107.998481
Rượu cần,Mật Ong Rừng Gia Lai,Kông Chro,"Số 222 Lê Lợi, Kông Chro",70000,unknown,quà tặng,13.817533,107.964333
unknown,Market 643,An Khê,"Đường số 81, An Khê",unknown,unknown,unknown,13.916046,107.932903
Rượu cần,Cà Phê Pleiku Store,Đắk Đoa,"Số 78 Lê Lợi, Đắk Đoa",70000,unknown,quà tặng,13.959529,108.239198
unknown,Market 645,Ayun Pa,"Đường số 41, Ayun Pa",unknown,unknown,unknown,13.873032,108.220987
Trà Biển Hồ,Mật Ong Rừng Gia Lai,Kông Chro,"Số 269 Phan Đình Phùng, Kông Chro",90000,unknown,quà tặng,13.851627,108.006355
Rượu cần,Mật Ong Rừng Gia Lai,Kông Chro,"Số 255 Phan Đình Phùng, Kông Chro",70000,unknown,quà tặng,13.973065,108.157616
Cà phê Pleiku,Đặc Sản Tây Nguyên,Chư Sê,"Số 35 Lê Lợi, Chư Sê",50000,unknown,quà tặng,13.821353,108.177109
Bò một nắng,Trà Biển Hồ Shop,Ayun Pa,"Số 246 Trần Hưng Đạo, Ayun Pa",120000,unknown,quà tặng,13.766409,107.999593
unknown,Market 650,Phú Thiện,"Đường số 122, Phú Thiện",unknown,unknown,unknown,13.724655,108.227969
Cà phê Pleiku,OCOP GAUC Cooperative,Pleiku,"Số 166 Trần Hưng Đạo, Pleiku",50000,unknown,quà tặng,13.956659,108.099523
Cơm lam,Gia Lai Handicrafts,Mang Yang,"Số 57 Lê Lợi, Mang Yang",70000,unknown,quà tặng,13.830317,108.010945
unknown,Market 653,Kông Chro,"Đường số 1, Kông Chro",unknown,unknown,unknown,13.664275,108.171766
Bò một nắng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 43 Phan Đình Phùng, Kông Chro",120000,unknown,quà tặng,13.779268,107.942919
Bò một nắng,Cà Phê Pleiku Store,Đắk Đoa,"Số 272 Trần Hưng Đạo, Đắk Đoa",70000,unknown,quà tặng,13.95183,107.935808
Cơm lam,Gia Lai Handicrafts,Mang Yang,"Số 30 Trần Hưng Đạo, Mang Yang",50000,unknown,quà tặng,13.873705,108.253899
Tiêu Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 226 Trần Hưng Đạo, Đắk Đoa",120000,unknown,quà tặng,13.869438,108.201785
Mật ong rừng,Đồng Phục Gia Minh,Pleiku,"Số 181 Phan Đình Phùng, Pleiku",50000,unknown,quà tặng,13.846831,108.240284
unknown,Market 659,Chư Sê,"Đường số 82, Chư Sê",unknown,unknown,unknown,13.731498,108.223859
Cà phê Pleiku,Đặc Sản Tây Nguyên,Chư Sê,"Số 208 Lê Lợi, Chư Sê",50000,unknown,quà tặng,13.872127,108.129773
Tiêu Gia Lai,OCOP GAUC Cooperative,Pleiku,"Số 56 Trần Hưng Đạo, Pleiku",50000,unknown,quà tặng,13.847453,107.947711
unknown,Market 662,Mang Yang,"Đường số 28, Mang Yang",unknown,unknown,unknown,13.980391,107.982633
Muối kiến vàng,OCOP GAUC Cooperative,Pleiku,"Số 159 Trần Hưng Đạo, Pleiku",90000,unknown,quà tặng,13.904143,107.926748
unknown,Market 664,Mang Yang,"Đường số 22, Mang Yang",unknown,unknown,unknown,13.893995,108.240005
Phở khô Gia Lai,Gia Lai Handicrafts,Mang Yang,"Số 206 Phan Đình Phùng, Mang Yang",50000,unknown,quà tặng,13.876405,108.203591
unknown,Market 666,Kông Chro,"Đường số 15, Kông Chro",unknown,unknown,unknown,13.75397,107.981725
Cà phê Pleiku,Trà Biển Hồ Shop,Ayun Pa,"Số 23 Lê Lợi, Ayun Pa",120000,unknown,quà tặng,13.972149,107.963211
unknown,Market 668,Chư Sê,"Đường số 190, Chư Sê",unknown,unknown,unknown,13.678679,107.967921
Bò một nắng,Đặc Sản Tây Nguyên,Chư Sê,"Số 244 Lê Lợi, Chư Sê",120000,unknown,quà tặng,13.737078,108.232389
Phở khô Gia Lai,Mật Ong Rừng Gia Lai,Kông Chro,"Số 189 Lê Lợi, Kông Chro",70000,unknown,quà tặng,13.811612,108.166915
Phở khô Gia Lai,Đồng Phục Gia Minh,Pleiku,"Số 64 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.952341,107.948017
Tiêu Gia Lai,Đặc Sản Tây Nguyên,Chư Sê,"Số 178 Trần Hưng Đạo, Chư Sê",90000,unknown,quà tặng,13.692195,108.226186
Tiêu Gia Lai,OCOP GAUC Cooperative,Pleiku,"Số 181 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.768626,108.217618
Tiêu Gia Lai,Gia Lai Gift Shop,An Khê,"Số 70 Phan Đình Phùng, An Khê",90000,unknown,quà tặng,13.863326,107.946616
Cơm lam,Thịnh Phát Danh Trà,Pleiku,"Số 242 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.888677,107.957633
Nấm linh chi,Đồng Phục Gia Minh,Pleiku,"Số 109 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.935289,108.267212
Nấm linh chi,Đặc Sản Tây Nguyên,Chư Sê,"Số 140 Lê Lợi, Chư Sê",50000,unknown,quà tặng,13.759105,108.191906
Tiêu Gia Lai,Thịnh Phát Danh Trà,Pleiku,"Số 40 Phan Đình Phùng, Pleiku",50000,unknown,quà tặng,13.716187,108.282267
Tiêu Gia Lai,Mật Ong Rừng Gia Lai,Kông Chro,"Số 23 Trần Hưng Đạo, Kông Chro",90000,unknown,quà tặng,13.921618,108.268699
unknown,Market 680,An Khê,"Đường số 129, An Khê",unknown,unknown,unknown,13.640316,108.114701
unknown,Market 681,Ia Grai,"Đường số 13, Ia Grai",unknown,unknown,unknown,13.925667,107.919374
Trà Biển Hồ,Mật Ong Rừng Gia Lai,Kông Chro,"Số 59 Lê Lợi, Kông Chro",50000,unknown,quà tặng,13.727607,108.261171
Mật ong rừng,OCOP GAUC Cooperative,Pleiku,"Số 257 Trần Hưng Đạo, Pleiku",70000,unknown,quà tặng,13.819082,108.112714
unknown,Market 684,Kông Chro,"Đường số 77, Kông Chro",unknown,unknown,unknown,13.950218,108.248349
unknown,Market 685,Phú Thiện,"Đường số 87, Phú Thiện",unknown,unknown,unknown,13.843251,107.987958
Cơm lam,Gia Lai Gift Shop,An Khê,"Số 63 Lê Lợi, An Khê",90000,unknown,quà tặng,13.878755,108.035938
Trà Biển Hồ,OCOP GAUC Cooperative,Pleiku,"Số 240 Lê Lợi, Pleiku",120000,unknown,quà tặng,13.765899,108.251454
unknown,Market 688,Kông Chro,"Đường số 11, Kông Chro",unknown,unknown,unknown,13.793788,108.213044
Mật ong rừng,Gia Lai Gift Shop,An Khê,"Số 235 Lê Lợi, An Khê",70000,unknown,quà tặng,13.810646,107.934665
Muối kiến vàng,Souvenir Bien Ho,Pleiku,"Số 111 Phan Đình Phùng, Pleiku",90000,unknown,quà tặng,13.728405,107.983386
Tiêu Gia Lai,Đặc Sản Tây Nguyên,Chư Sê,"Số 28 Lê Lợi, Chư Sê",90000,unknown,quà tặng,13.780663,107.937127
Bò một nắng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 175 Lê Lợi, Kông Chro",120000,unknown,quà tặng,13.73222,108.280887
Mật ong rừng,Trà Biển Hồ Shop,Ayun Pa,"Số 96 Lê Lợi, Ayun Pa",50000,unknown,quà tặng,13.933563,107.968726
Cà phê Pleiku,Gia Lai Handicrafts,Mang Yang,"Số 69 Lê Lợi, Mang Yang",120000,unknown,quà tặng,13.885556,107.944231
Mật ong rừng,Gia Lai Handicrafts,Mang Yang,"Số 200 Phan Đình Phùng, Mang Yang",90000,unknown,quà tặng,13.692864,108.044279
Bò một nắng,Souvenir Bien Ho,Pleiku,"Số 234 Phan Đình Phùng, Pleiku",70000,unknown,quà tặng,13.787439,108.088683
unknown,Market 697,Phú Thiện,"Đường số 198, Phú Thiện",unknown,unknown,unknown,13.764153,107.982039
Cà phê Pleiku,Trà Biển Hồ Shop,Ayun Pa,"Số 10 Trần Hưng Đạo, Ayun Pa",70000,unknown,quà tặng,13.673339,108.082433
Cơm lam,Cà Phê Pleiku Store,Đắk Đoa,"Số 270 Phan Đình Phùng, Đắk Đoa",50000,unknown,quà tặng,13.729226,108.220227
unknown,Market 700,Ia Grai,"Đường số 120, Ia Grai",unknown,unknown,unknown,13.872006,107.91423
Cơm lam,Gia Lai Handicrafts,Mang Yang,"Số 27 Trần Hưng Đạo, Mang Yang",70000,unknown,quà tặng,13.722173,108.246712
Muối kiến vàng,Thịnh Phát Danh Trà,Pleiku,"Số 268 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.987743,108.136321
unknown,Market 703,Phú Thiện,"Đường số 57, Phú Thiện",unknown,unknown,unknown,13.751845,108.264161
Bò một nắng,Đặc Sản Tây Nguyên,Chư Sê,"Số 75 Phan Đình Phùng, Chư Sê",50000,unknown,quà tặng,13.794239,107.938525
Tiêu Gia Lai,Đồng Phục Gia Minh,Pleiku,"Số 54 Trần Hưng Đạo, Pleiku",90000,unknown,quà tặng,13.669974,108.2425
unknown,Market 706,Đắk Đoa,"Đường số 104, Đắk Đoa",unknown,unknown,unknown,13.66459,108.054365
Mật ong rừng,Đặc Sản Tây Nguyên,Chư Sê,"Số 268 Lê Lợi, Chư Sê",90000,unknown,quà tặng,13.871954,108.093124
Muối kiến vàng,Gia Lai Gift Shop,An Khê,"Số 227 Lê Lợi, An Khê",70000,unknown,quà tặng,13.908019,108.194057
Trà Biển Hồ,Mật Ong Rừng Gia Lai,Kông Chro,"Số 191 Phan Đình Phùng, Kông Chro",90000,unknown,quà tặng,13.842501,107.984623
unknown,Market 710,Ia Grai,"Đường số 82, Ia Grai",unknown,unknown,unknown,13.65127,108.153409
Tiêu Gia Lai,Gia Lai Handicrafts,Mang Yang,"Số 174 Trần Hưng Đạo, Mang Yang",50000,unknown,quà tặng,13.748742,108.065833
unknown,Market 712,Ia Grai,"Đường số 110, Ia Grai",unknown,unknown,unknown,13.850228,108.120044
Muối kiến vàng,Trà Biển Hồ Shop,Ayun Pa,"Số 297 Lê Lợi, Ayun Pa",50000,unknown,quà tặng,13.960519,107.979322
Tiêu Gia Lai,Gia Lai Gift Shop,An Khê,"Số 82 Trần Hưng Đạo, An Khê",50000,unknown,quà tặng,13.804664,108.11139
Cà phê Pleiku,Trà Biển Hồ Shop,Ayun Pa,"Số 297 Phan Đình Phùng, Ayun Pa",90000,unknown,quà tặng,13.708424,108.153439
unknown,Market 716,An Khê,"Đường số 78, An Khê",unknown,unknown,unknown,13.973073,107.927441
Rượu cần,Cà Phê Pleiku Store,Đắk Đoa,"Số 181 Phan Đình Phùng, Đắk Đoa",120000,unknown,quà tặng,13.631625,107.980146
Bò một nắng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 16 Lê Lợi, Kông Chro",120000,unknown,quà tặng,13.945625,107.935706
unknown,Market 719,Kông Chro,"Đường số 90, Kông Chro",unknown,unknown,unknown,13.612497,108.110121
Bò một nắng,Trà Biển Hồ Shop,Ayun Pa,"Số 22 Phan Đình Phùng, Ayun Pa",120000,unknown,quà tặng,13.667646,108.169028
Rượu cần,Đồng Phục Gia Minh,Pleiku,"Số 107 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.709664,108.289272
Tiêu Gia Lai,Đặc Sản Tây Nguyên,Chư Sê,"Số 244 Trần Hưng Đạo, Chư Sê",120000,unknown,quà tặng,13.802306,108.268132
Tiêu Gia Lai,Mật Ong Rừng Gia Lai,Kông Chro,"Số 103 Lê Lợi, Kông Chro",50000,unknown,quà tặng,13.683041,107.91224
Cà phê Pleiku,Thịnh Phát Danh Trà,Pleiku,"Số 118 Trần Hưng Đạo, Pleiku",50000,unknown,quà tặng,13.691175,108.21996
Bò một nắng,Cà Phê Pleiku Store,Đắk Đoa,"Số 154 Lê Lợi, Đắk Đoa",70000,unknown,quà tặng,13.811197,107.991254
unknown,Market 726,Pleiku,"Đường số 45, Pleiku",unknown,unknown,unknown,13.788596,108.16259
Bò một nắng,Gia Lai Gift Shop,An Khê,"Số 38 Lê Lợi, An Khê",50000,unknown,quà tặng,13.75855,107.95703
Mật ong rừng,Đặc Sản Tây Nguyên,Chư Sê,"Số 248 Phan Đình Phùng, Chư Sê",50000,unknown,quà tặng,13.641765,108.231419
Rượu cần,Mật Ong Rừng Gia Lai,Kông Chro,"Số 27 Lê Lợi, Kông Chro",120000,unknown,quà tặng,13.773967,108.199694
Trà Biển Hồ,Gia Lai Handicrafts,Mang Yang,"Số 180 Trần Hưng Đạo, Mang Yang",120000,unknown,quà tặng,13.967521,108.033991
Cơm lam,OCOP GAUC Cooperative,Pleiku,"Số 86 Phan Đình Phùng, Pleiku",70000,unknown,quà tặng,13.88762,108.03163
Muối kiến vàng,Đặc Sản Tây Nguyên,Chư Sê,"Số 4 Phan Đình Phùng, Chư Sê",90000,unknown,quà tặng,13.948571,107.926079
Mật ong rừng,Gia Lai Gift Shop,An Khê,"Số 47 Lê Lợi, An Khê",70000,unknown,quà tặng,13.604873,108.009415
unknown,Market 734,Đắk Đoa,"Đường số 197, Đắk Đoa",unknown,unknown,unknown,13.976306,107.995293
Cà phê Pleiku,Gia Lai Gift Shop,An Khê,"Số 166 Lê Lợi, An Khê",50000,unknown,quà tặng,13.942065,107.932949
unknown,Market 736,Ia Grai,"Đường số 122, Ia Grai",unknown,unknown,unknown,13.959352,108.127627
Trà Biển Hồ,Souvenir Bien Ho,Pleiku,"Số 96 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.867814,108.016748
Cơm lam,Đặc Sản Tây Nguyên,Chư Sê,"Số 142 Trần Hưng Đạo, Chư Sê",50000,unknown,quà tặng,13.974081,108.200152
Bò một nắng,Thịnh Phát Danh Trà,Pleiku,"Số 280 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.743531,108.01963
unknown,Market 740,Đức Cơ,"Đường số 42, Đức Cơ",unknown,unknown,unknown,13.930678,107.978897
Cà phê Pleiku,OCOP GAUC Cooperative,Pleiku,"Số 11 Phan Đình Phùng, Pleiku",120000,unknown,quà tặng,13.987451,108.295012
unknown,Market 742,Ia Grai,"Đường số 99, Ia Grai",unknown,unknown,unknown,13.683254,108.123696
Nấm linh chi,Đồng Phục Gia Minh,Pleiku,"Số 291 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.765957,107.999722
unknown,Market 744,Ia Grai,"Đường số 64, Ia Grai",unknown,unknown,unknown,13.942043,108.036024
Muối kiến vàng,OCOP GAUC Cooperative,Pleiku,"Số 91 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.956663,107.908326
unknown,Market 746,Chư Sê,"Đường số 30, Chư Sê",unknown,unknown,unknown,13.723125,108.19687
unknown,Market 747,Ayun Pa,"Đường số 163, Ayun Pa",unknown,unknown,unknown,13.782949,108.256362
Bò một nắng,Đồng Phục Gia Minh,Pleiku,"Số 209 Lê Lợi, Pleiku",120000,unknown,quà tặng,13.672589,108.161154
unknown,Market 749,Đắk Đoa,"Đường số 150, Đắk Đoa",unknown,unknown,unknown,13.736778,108.143059
Phở khô Gia Lai,Thịnh Phát Danh Trà,Pleiku,"Số 47 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.690709,108.165427
unknown,Market 751,Đức Cơ,"Đường số 177, Đức Cơ",unknown,unknown,unknown,13.935409,108.061518
Muối kiến vàng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 46 Phan Đình Phùng, Kông Chro",90000,unknown,quà tặng,13.76652,108.049285
Bò một nắng,Đặc Sản Tây Nguyên,Chư Sê,"Số 280 Trần Hưng Đạo, Chư Sê",90000,unknown,quà tặng,13.752664,108.152278
Trà Biển Hồ,Đồng Phục Gia Minh,Pleiku,"Số 260 Trần Hưng Đạo, Pleiku",70000,unknown,quà tặng,13.931745,108.012488
Trà Biển Hồ,Mật Ong Rừng Gia Lai,Kông Chro,"Số 131 Phan Đình Phùng, Kông Chro",90000,unknown,quà tặng,13.82319,108.162796
Tiêu Gia Lai,Gia Lai Gift Shop,An Khê,"Số 153 Trần Hưng Đạo, An Khê",90000,unknown,quà tặng,13.627889,108.160898
unknown,Market 757,Chư Sê,"Đường số 159, Chư Sê",unknown,unknown,unknown,13.75015,107.953992
Tiêu Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 98 Trần Hưng Đạo, Đắk Đoa",50000,unknown,quà tặng,13.674218,107.933708
Muối kiến vàng,Thịnh Phát Danh Trà,Pleiku,"Số 193 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.857597,108.262326
Tiêu Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 133 Trần Hưng Đạo, Đắk Đoa",90000,unknown,quà tặng,13.790548,108.144254
Tiêu Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 196 Phan Đình Phùng, Đắk Đoa",70000,unknown,quà tặng,13.839837,108.16747
Nấm linh chi,Đặc Sản Tây Nguyên,Chư Sê,"Số 220 Trần Hưng Đạo, Chư Sê",120000,unknown,quà tặng,13.763084,108.011759
Muối kiến vàng,Đặc Sản Tây Nguyên,Chư Sê,"Số 115 Lê Lợi, Chư Sê",50000,unknown,quà tặng,13.724106,107.905652
Bò một nắng,Thịnh Phát Danh Trà,Pleiku,"Số 24 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.652825,108.236364
Muối kiến vàng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 7 Lê Lợi, Kông Chro",70000,unknown,quà tặng,13.977782,108.024411
unknown,Market 766,Mang Yang,"Đường số 24, Mang Yang",unknown,unknown,unknown,13.600151,108.137146
Bò một nắng,Thịnh Phát Danh Trà,Pleiku,"Số 89 Trần Hưng Đạo, Pleiku",50000,unknown,quà tặng,13.685212,108.054047
Tiêu Gia Lai,Mật Ong Rừng Gia Lai,Kông Chro,"Số 43 Phan Đình Phùng, Kông Chro",120000,unknown,quà tặng,13.829856,107.961497
Mật ong rừng,Mật Ong Rừng Gia Lai,Kông Chro,"Số 234 Lê Lợi, Kông Chro",120000,unknown,quà tặng,13.680154,108.007291
unknown,Market 770,Kông Chro,"Đường số 175, Kông Chro",unknown,unknown,unknown,13.967518,107.93763
Nấm linh chi,Gia Lai Gift Shop,An Khê,"Số 111 Lê Lợi, An Khê",120000,unknown,quà tặng,13.950519,108.197368
unknown,Market 772,Chư Sê,"Đường số 150, Chư Sê",unknown,unknown,unknown,13.940748,108.282049
Nấm linh chi,Gia Lai Gift Shop,An Khê,"Số 219 Phan Đình Phùng, An Khê",70000,unknown,quà tặng,13.656358,107.942105
Phở khô Gia Lai,Gia Lai Handicrafts,Mang Yang,"Số 240 Lê Lợi, Mang Yang",90000,unknown,quà tặng,13.67649,108.234432
unknown,Market 775,Ayun Pa,"Đường số 155, Ayun Pa",unknown,unknown,unknown,13.728962,108.09248
Mật ong rừng,Trà Biển Hồ Shop,Ayun Pa,"Số 87 Trần Hưng Đạo, Ayun Pa",90000,unknown,quà tặng,13.660643,108.223551
Mật ong rừng,Souvenir Bien Ho,Pleiku,"Số 34 Phan Đình Phùng, Pleiku",70000,unknown,quà tặng,13.716844,108.239332
unknown,Market 778,Đức Cơ,"Đường số 7, Đức Cơ",unknown,unknown,unknown,13.923245,107.910766
Cơm lam,Mật Ong Rừng Gia Lai,Kông Chro,"Số 118 Trần Hưng Đạo, Kông Chro",50000,unknown,quà tặng,13.702108,108.100222
Cơm lam,Đồng Phục Gia Minh,Pleiku,"Số 231 Trần Hưng Đạo, Pleiku",70000,unknown,quà tặng,13.903177,108.184972
Trà Biển Hồ,Đồng Phục Gia Minh,Pleiku,"Số 260 Lê Lợi, Pleiku",120000,unknown,quà tặng,13.994608,108.20951
unknown,Market 782,Pleiku,"Đường số 112, Pleiku",unknown,unknown,unknown,13.706362,108.251779
unknown,Market 783,Chư Sê,"Đường số 59, Chư Sê",unknown,unknown,unknown,13.939598,107.985212
Mật ong rừng,Gia Lai Gift Shop,An Khê,"Số 120 Trần Hưng Đạo, An Khê",90000,unknown,quà tặng,13.878249,108.150223
Rượu cần,Đồng Phục Gia Minh,Pleiku,"Số 119 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.901375,107.927958
Rượu cần,Souvenir Bien Ho,Pleiku,"Số 287 Phan Đình Phùng, Pleiku",50000,unknown,quà tặng,13.848488,108.238381
unknown,Market 787,Kông Chro,"Đường số 186, Kông Chro",unknown,unknown,unknown,13.863327,108.178886
Bò một nắng,Trà Biển Hồ Shop,Ayun Pa,"Số 285 Phan Đình Phùng, Ayun Pa",90000,unknown,quà tặng,13.842392,108.052143
Bò một nắng,Thịnh Phát Danh Trà,Pleiku,"Số 283 Lê Lợi, Pleiku",120000,unknown,quà tặng,13.830126,107.921615
Nấm linh chi,Đặc Sản Tây Nguyên,Chư Sê,"Số 272 Phan Đình Phùng, Chư Sê",90000,unknown,quà tặng,13.902639,108.258115
unknown,Market 791,Ia Grai,"Đường số 92, Ia Grai",unknown,unknown,unknown,13.899932,108.14147
Cơm lam,Thịnh Phát Danh Trà,Pleiku,"Số 142 Trần Hưng Đạo, Pleiku",70000,unknown,quà tặng,13.918196,108.120953
unknown,Market 793,Kông Chro,"Đường số 50, Kông Chro",unknown,unknown,unknown,13.863672,108.24782
Trà Biển Hồ,Thịnh Phát Danh Trà,Pleiku,"Số 144 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.612623,108.243317
Phở khô Gia Lai,Souvenir Bien Ho,Pleiku,"Số 205 Phan Đình Phùng, Pleiku",70000,unknown,quà tặng,13.760256,108.01065
Mật ong rừng,Gia Lai Handicrafts,Mang Yang,"Số 153 Trần Hưng Đạo, Mang Yang",120000,unknown,quà tặng,13.985589,108.265773
Tiêu Gia Lai,Đồng Phục Gia Minh,Pleiku,"Số 213 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.706715,108.23647
Trà Biển Hồ,Cà Phê Pleiku Store,Đắk Đoa,"Số 158 Trần Hưng Đạo, Đắk Đoa",50000,unknown,quà tặng,13.658979,108.244418
unknown,Market 799,Kông Chro,"Đường số 32, Kông Chro",unknown,unknown,unknown,13.824275,108.152031
Nấm linh chi,Đặc Sản Tây Nguyên,Chư Sê,"Số 119 Lê Lợi, Chư Sê",70000,unknown,quà tặng,13.794455,108.196837
Rượu cần,Đồng Phục Gia Minh,Pleiku,"Số 40 Lê Lợi, Pleiku",50000,unknown,quà tặng,13.956966,108.144218
Mật ong rừng,Gia Lai Handicrafts,Mang Yang,"Số 213 Trần Hưng Đạo, Mang Yang",50000,unknown,quà tặng,13.742145,108.187696
Nấm linh chi,Trà Biển Hồ Shop,Ayun Pa,"Số 144 Lê Lợi, Ayun Pa",70000,unknown,quà tặng,13.91591,107.997383
unknown,Market 804,Đức Cơ,"Đường số 89, Đức Cơ",unknown,unknown,unknown,13.728095,107.957364
unknown,Market 805,Kông Chro,"Đường số 19, Kông Chro",unknown,unknown,unknown,13.718617,108.020294
Trà Biển Hồ,Souvenir Bien Ho,Pleiku,"Số 208 Lê Lợi, Pleiku",90000,unknown,quà tặng,13.761215,108.119088
unknown,Market 807,Mang Yang,"Đường số 186, Mang Yang",unknown,unknown,unknown,13.864714,107.945979
unknown,Market 808,Phú Thiện,"Đường số 136, Phú Thiện",unknown,unknown,unknown,13.627281,107.957067
Phở khô Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 17 Phan Đình Phùng, Đắk Đoa",50000,unknown,quà tặng,13.65451,108.004091
Tiêu Gia Lai,Trà Biển Hồ Shop,Ayun Pa,"Số 210 Lê Lợi, Ayun Pa",90000,unknown,quà tặng,13.876099,108.163068
Bò một nắng,Trà Biển Hồ Shop,Ayun Pa,"Số 74 Phan Đình Phùng, Ayun Pa",70000,unknown,quà tặng,13.804695,108.000524
Rượu cần,Thịnh Phát Danh Trà,Pleiku,"Số 223 Phan Đình Phùng, Pleiku",50000,unknown,quà tặng,13.617431,108.22267
Cơm lam,Thịnh Phát Danh Trà,Pleiku,"Số 33 Trần Hưng Đạo, Pleiku",120000,unknown,quà tặng,13.981806,108.012618
unknown,Market 814,Đức Cơ,"Đường số 47, Đức Cơ",unknown,unknown,unknown,13.914841,108.024535
Cơm lam,Gia Lai Handicrafts,Mang Yang,"Số 208 Lê Lợi, Mang Yang",90000,unknown,quà tặng,13.792926,108.021374
unknown,Market 816,Mang Yang,"Đường số 143, Mang Yang",unknown,unknown,unknown,13.967317,108.234961
unknown,Market 817,Pleiku,"Đường số 186, Pleiku",unknown,unknown,unknown,13.819221,107.939824
Tiêu Gia Lai,Cà Phê Pleiku Store,Đắk Đoa,"Số 111 Trần Hưng Đạo, Đắk Đoa",70000,unknown,quà tặng,13.939791,108.033013
Tiêu Gia Lai,Trà Biển Hồ Shop,Ayun Pa,"Số 237 Lê Lợi, Ayun Pa",90000,unknown,quà tặng,13.767757,108.07379
Muối kiến vàng,OCOP GAUC Cooperative,Pleiku,"Số 65 Phan Đình Phùng, Pleiku",90000,unknown,quà tặng,13.791942,107.902925
